代碼,商品,漲幅%,產業地位,細產業,股本,市值
6794,向榮生技,-0.84,異體脂肪幹細胞新藥研發廠,新藥研發,6.37,40
6796,晉弘,-5.31,醫療影像診斷系統解決方案供應商,醫學影像裝置,4.02,26.6
6838,台新藥,0,台耀旗下眼科、腫瘤和抗感染藥研發廠,新藥研發,15.1,40.6
6861,睿生光電,3.46,經營X光平板感測器產品,設備儀器商,4.16,161.8
6885,全福生技,0.89,眼科疾病治療藥物研發廠,新藥研發,13.3,30.1
6918,愛派司,6.45,專注於亞洲專有骨板骨釘系統研發製造商,骨科類器材,3.46,27.4
6919,康霈*,-0.96,專注醫美與慢性發炎疾病新藥開發公司,新藥研發,7.79,1604
6931,青松健康,-2.52,台灣中部地區頗具規模之連鎖照顧服務機構,醫療服務,6.62,28.1
6934,心誠鎂,-0.13,吸入式藥物遞送裝置研發及CDMO廠,呼吸與麻醉用器具,3.6,28.1
6936,永鴻生技,-0.29,永信轉投資，為台灣動保藥廠領導品牌之一,動物用藥,7.28,24.9
7799,禾榮科,-2.62,台灣首家硼中子捕獲治療系統(AB-BNCT)供應商,放射治療設備,15.8,527.4
1565,精華,-2.44,台灣隱形眼鏡製造龍頭企業，並擁有「帝康」自有品牌,隱形眼鏡,5.04,50.4
1777,生泰,-1.11,生達集團旗下開發及產製原料藥廠商,原料藥,4.46,31.7
1781,合世,0,全球前三大電子式血壓計廠,血壓計,4.74,5.1
1784,訊聯,1.24,台灣首家私營臍帶血公司,生物科技,5.31,39
1788,杏昌,-0.37,代理歐美日一線廠牌醫療器材為主,醫療器材通路,4.45,60.1
1799,易威,-0.42,台灣特殊學名藥研發廠,西藥製劑,12.47,44.7
1813,寶利徠,-0.41,全球第三大PC(聚碳酸酯樹脂)光學鏡片商,眼鏡業,4.66,5.7
3118,進階,-0.44,台灣具規模的生醫實驗室儀器耗材通路商,檢驗試劑／紙,3.25,10.9
3176,基亞,-1.36,全球知名的核酸檢驗試劑和肝癌新藥研發廠,新藥研發,13.93,45.4
3205,佰研,0,透過克緹直銷有機食品及保健食品,食品生技,6.75,38.1
3218,大學光,2.26,台灣最大視力健康連鎖集團,醫療服務,8.47,114.8
4102,永日,0.56,永信集團旗下原料藥廠,原料藥,4.24,7.5
4105,東洋,-0.27,專注研發微脂體、微球注射劑困難學名藥廠,西藥製劑,24.87,187
4107,邦特,3.42,台灣血液迴路管、穿刺針等血液透析耗材龍頭廠,洗腎器具,6.93,83.9
4109,加捷生醫,0,台灣最大甲魚相關保健食品廠,食品生技,11.87,13.6
4111,濟生,-0.33,台灣洗腎血液透析粉液龍頭企業,西藥製劑,5.98,18.1
4114,健喬,0.16,台灣主要學名藥產銷及代理商,西藥製劑,51.02,158.2
4116,明基醫,-0.77,明基友達集團旗下醫療設備、醫用耗材、醫療服務公司,醫療耗材,4.46,17.3
4120,友華,-0.11,台灣代理國際藥品與醫美玻尿酸通路商,醫藥流通,8.67,40.3
4121,優盛,-0.34,全球前三大電子式血壓計製造商,血壓計,8.31,12.1
4123,晟德,0.92,台灣最大內服液劑、水劑之製藥廠,西藥製劑,76.9,294.1
4126,太醫,-0.25,台灣最大醫療耗材製造商,醫療耗材,7.26,57.8
4127,天良,9.92,以天良牌、鐵獅牌銷售保健品及代理諾得膠囊廠商,食品生技,4.58,20
4128,中天,0.67,台灣首家符合GMP之發酵中藥廠，並經營棉花田有機食品通路,中藥製劑,58.82,88.8
4129,聯合,-0.2,台灣骨科植入物及器材龍頭廠,人造關節,9.64,96
4130,健亞,1.65,學名藥代工及新藥研發廠,西藥製劑,13.79,38.1
4131,浩泰,-0.28,高分子生物檢驗晶片廠,檢驗試劑／紙,3.99,14
4138,曜亞,-4.5,佳醫旗下台灣最大醫學美容器材代理商,醫療器材通路,3.99,21.2
4139,馬光-KY,-2.09,新加坡中醫醫療連鎖機構龍頭,醫療服務,4.5,10.5
4147,中裕,-1.71,專注於愛滋新藥研發,新藥研發,27.32,133.5
4153,鈺緯,2.5,佳世達旗下醫療顯示器廠,LCD顯示器,5.87,18
4157,太景*-KY,-2.01,小分子創新化合物新藥研發廠,新藥研發,0.01,65.9
4160,訊聯基因,-1.71,台灣專攻基因醫學與數位生技的公司,生技服務,2.67,11.5
4161,聿新科,0.22,血糖檢測設備與天然蝦紅素保健品廠,血糖儀,5.98,13.7
4162,智擎,-2.94,東洋集團旗下新藥研發公司,新藥研發,14.57,81.7
4163,鐿鈦,3.04,醫療器材用精密金屬零件製造商,其他醫療器材,5.07,49.9
4166,友霖,2.5,友華旗下的新藥研發生產商,新藥研發,24.3,64.9
4167,松瑞藥,1.33,全球前三大培南類抗生素原料藥供應商,原料藥,31.04,59
4168,醣聯,-0.44,醣質抗體與蛋白質藥物研發廠,新藥研發,11.25,25.2
4173,久裕,-0.53,佳醫旗下藥品經銷物流商,醫藥流通,7.46,13.9
4174,浩鼎,-2.06,潤泰集團旗下抗癌新藥研發公司,新藥研發,13.16,43.9
4175,杏一,0,台灣醫療用品連鎖通路龍頭,醫療器材通路,4.23,22.8
4183,福永生技,-2.5,台灣血糖測試設備商,血糖儀,2.38,3.2
4188,安克,-1.27,全球首個FDA核准之超音波電腦輔助診斷(CAD)醫材公司,智慧醫療技術,6.33,7.4
4192,杏國,-2.2,杏輝旗下植物新藥研發廠,植物新藥,3.52,7.1
4198,欣大健康,-0.53,高階數位X光機及骨質密度檢測設備廠,醫學影像裝置,2.41,9.1
4726,永昕,2.45,晟德轉投資之CDMO廠,醫藥研發外包服務,20.72,60.6
4728,雙美,-0.26,台灣首家生產醫療級膠原蛋白溶液的GMP醫材廠,醫用植入材料,5.45,207.5
4735,豪展,1.99,全球知名紅外線額耳溫槍生產商,體溫計,4.16,12.8
4743,合一,-0.19,中天轉投資的植物新藥研發公司,植物新藥,48.04,247.4
4744,皇將,0.93,台灣製藥設備及檢驗儀器製造廠,醫療保健設備／裝置,5.69,18.6
4745,合富-KY,0.5,大陸最大台資醫療通路集團,醫療器材通路,7.74,15.6
4747,強生,1.69,台灣中小型利基型學名藥廠,西藥製劑,4.55,24.5
4911,德英,-0.15,抗癌植物新藥研發公司,植物新藥,6.37,21.8
5312,寶島科,0.41,台灣最大眼鏡通路商,眼鏡業,6.01,58.6
6130,上亞科技,-0.21,從事醫美事業的醫藥採購及管理顧問,醫藥流通,4.63,10.5
6242,立康,-0.53,中草藥生產及經營觀光工廠之廠商,食品生技,3.18,12
6461,益得,-0.88,健喬旗下哮喘定量噴霧吸入劑研發廠,西藥製劑,17.84,30
6469,大樹,-3.8,台灣連鎖藥局龍頭,醫藥流通,15.01,110.3
6492,生華科,-2.14,小分子抗癌新藥研發廠,新藥研發,8.99,45.2
6496,科懋,0.61,代理藥品及檢驗試劑，並開發解毒劑之公司,醫藥流通,4.74,11.7
6499,益安,1.09,內視鏡、心導管及手術用侵入性設備研發廠商,手術與治療用醫材,9.69,81.1
6523,達爾膚,-0.9,台灣第一大醫美品牌DR.WU,美妝保養品,4.5,44.6
6527,明達醫,-4.46,眼科診斷型儀器研發及組裝廠商,醫學影像裝置,2.55,17.5
6535,順藥,-2.21,晟德旗下新藥研發公司,新藥研發,16.78,223.2
6547,高端疫苗,0.72,專注於疫苗及生物製劑開發的生技新藥公司,生物製劑,32.87,160.8
6569,醫揚,-0.9,研揚轉投資醫療用工業電腦公司,工業電腦,3.91,38.9
6574,霈方,0.42,台灣保養品集團,美妝保養品,2.2,26.3
6576,逸達,1.39,新劑型配方新藥研發廠,新藥研發,15.75,126.2
6612,奈米醫材,-0.73,人工水晶體及其植入系統製造商,醫用植入材料,4.75,32.2
6615,慧智,-0.77,台灣基因檢測產業領導廠商,生技服務,2.16,7
6617,共信-KY,0.63,聚焦腫瘤精準治療之抗癌新藥公司,新藥研發,12.75,80.8
6620,漢達,-0.71,特殊學名藥與新藥研發廠,西藥製劑,17,119.3
6637,醫影,-0.56,專攻影像醫學設備代理商，主要代理GE醫學設備,醫療器材通路,2.68,19
6649,台生材,0.63,主要從事泡沫式人工腦膜研發,醫用植入材料,4.2,16.7
6661,威健生技,-1.69,台灣第一家獲得生物晶片檢測雙認證之公司,生技服務,2.33,4.1
6662,樂斯科,3.22,台灣知名實驗鼠繁殖中心,生命科學工具,2.56,7.8
6703,軒郁,2.14,銷售以面膜為主的美妝品牌公司,美妝保養品,3.3,39.4
6712,長聖,0,專注於細胞療法新藥研發,生物製劑,9.69,134.2
6730,常廣,-0.27,微創手術耗材及器械製造商,醫療耗材,3.63,13.6
6733,博晟生醫,-1.06,晟德旗下生物性骨材研發廠,骨科類器材,13.43,37.6
6762,達亞,-0.69,以二類、三類醫療器材及零組件研究開發與設計代工廠,手術與治療用醫材,3.52,50.6
6767,台微醫,-2.17,鐿鈦旗下脊椎融合手術產品供應商,骨科類器材,3.92,10.6
6785,昱展新藥,-1.82,開發治療鴉片類成癮症及難治型憂鬱症之長效藥物,新藥研發,6.68,89.8
6841,長佳智能,-1.95,電腦分析輔助診斷系統供應商,智慧醫療技術,9.52,57.5
6844,諾貝兒,1.41,以「丁丁藥局」為品牌之連鎖藥妝及藥局通路業者,醫藥流通,3.74,24.3
6872,浩宇生醫,0,聚焦式超音波及治療導引追蹤系統研發廠,手術與治療用醫材,7.08,12.7
6875,國邑*,-1.58,脂質體緩釋劑型肺高壓治療藥物研發廠,新藥研發,6.46,44.2
6929,佑全,2.48,台灣大型連鎖藥局,醫藥流通,4.51,11.2
7713,威力德生醫,--,主要代理經銷羅氏體外診斷之相關設備醫材廠,醫療器材通路,4.55,31.3
8279,生展,-0.91,生達旗下原料藥及保健品研發廠商,食品生技,2.71,26.6
8403,盛弘,-3.55,敏盛醫控股旗下醫藥流通及健康管理業者,醫藥流通,13.76,28
8409,商之器,0,台灣醫療影像PACS系統龍頭廠,智慧醫療技術,3.2,6.3
8432,東生華,-3.31,東洋旗下慢性病用藥與新藥研發公司,西藥製劑,3.84,19
8436,大江,-1.23,專為大廠研發保健品、保養品及有效添加物等公司,食品生技,11.77,141.9
1802,台玻,1.45,台灣第一大玻璃生產商,玻璃,290.81,2032.7
1806,冠軍,-0.24,台灣最大瓷磚廠商,瓷磚,39.04,32.1
1809,中釉,10,亞洲最大色釉料廠,釉料,16.7,66.1
1810,和成,-1.89,台灣衛浴設備大廠,衛浴設備,30.23,54.9
1817,凱撒衛,0.52,台灣衛浴設備大廠,衛浴設備,7.26,28.1
1903,士紙,0,從事濕紙巾、嬰幼兒洗沐與防疫用品、保養品業務,家庭用紙,26,128.2
1904,正隆,0.29,台灣最大工業用紙生產商,工業用紙,110.83,193.9
1905,華紙,-0.4,紙漿及文化用紙一貫廠，亦為永豐餘子公司,文化用紙,110.28,136.8
1906,寶隆,-0.45,榮成轉投資之工業用紙代銷商,工業用紙,15.1,16.5
1907,永豐餘,0,台灣第一大造紙集團,工業用紙,166.04,399.3
1909,榮成,1.09,國內前三大工業用紙生產商,工業用紙,132.77,123.1
6790,永豐實,-0.37,台灣家庭用紙龍頭製造商，為永豐餘旗下子公司,家庭用紙,26.71,106.6
2002,中鋼,-0.8,台灣最大設有高爐的一貫作業鋼廠,冷軋鋼捲,1573.49,2926.7
2006,東和鋼鐵,0.45,台灣最大型鋼廠及三大鋼筋廠之一,鋼筋,73.02,494.4
2007,燁興,-0.68,台灣不鏽鋼線材盤元大廠之一,不鏽鋼線材,53.07,38.8
2008,高興昌,-0.89,台灣製管專業製造廠商,鋼管,19.09,53.2
2009,第一銅,4.49,台灣銅產品線最完整的企業,銅,35.96,142.4
2010,春源,0,台灣最具規模鋼鐵裁剪及通路業者,鋼剪裁加工,64.77,151.6
2012,春雨,0,主要外銷歐美及東南亞的線材螺絲廠,螺絲螺帽,30.22,45.6
2013,中鋼構,0.35,台灣鋼結構大廠,鋼構,20,85.9
2014,中鴻,1.4,中鋼集團旗下，熱軋產品大廠,熱軋鋼捲,143.55,259.8
2015,豐興,2.88,台灣三大鋼筋廠之一,鋼筋,58.16,374
2017,官田鋼,3.51,台灣盤元及鐵絲大廠,線材盤元,44.69,40.9
2020,美亞,0.91,台灣第一家鋼管專業製造廠,鋼管,26.7,59.1
2022,聚亨,2.86,以泰國為生產基地的線材盤元大廠,線材盤元,33.72,27.9
2023,燁輝,-3.13,全球最大鍍面鋼廠,鍍鋅鋼捲,184.12,261.7
2024,志聯,-2.8,主要從事鋼棒及鋼線生產之廠商,棒鋼,9.75,13.6
2025,千興,3.54,台灣不鏽鋼板冷軋廠,冷軋不鏽鋼,17.27,20.2
2027,大成鋼,0.88,美國最大不鏽鋼產品通路商及最大鋁捲板廠,不鏽鋼,258.43,1032.4
2028,威致,-0.58,台灣三大電爐廠之一，主要銷售鋼筋及鋼胚,鋼筋,32.57,55.5
2029,盛餘,1.99,台灣鍍面一貫化處理鋼捲製造商,鍍鋅鋼捲,32.12,65.8
2030,彰源,9.76,台灣不鏽鋼管、不鏽鋼板製造大廠,不鏽鋼管,28.05,50.5
2031,新光鋼,0.63,台灣鋼剪裁大廠，以內銷為主,鋼剪裁加工,32.11,128.1
2032,新鋼,6.95,以內銷為主的不鏽鋼裁剪加工廠,不鏽鋼剪裁加工,13.05,23.1
2033,佳大,-0.66,致力於鋼線鋼纜產品業務,線材盤元,8.07,12.2
2034,允強,-0.71,全球前五大不鏽鋼管製造商及不鏽鋼加工廠,不鏽鋼管,52.9,111.4
2038,海光,1.08,台灣鋼筋大廠之一,鋼筋,19.41,27.3
2069,運錩,4.34,台灣不鏽鋼材料加工製造廠,不鏽鋼剪裁加工,16.64,34
2211,長榮鋼,-0.81,長榮集團旗下之鋼結構製造廠,鋼構,41.71,407.5
3004,豐達科,-2.14,亞洲唯一合格航太扣件供應商,螺絲螺帽,6.44,73.6
5007,三星,0,全球最大鋼鐵螺帽製造商,螺絲螺帽,29.49,171.1
5538,東明-KY,-0.48,大陸不鏽鋼緊固件龍頭大廠,不鏽鋼緊固件,20.12,62.4
9958,世紀鋼,0.49,台灣鋼構大廠,鋼構,24.69,255.5
2035,唐榮,1.8,台灣知名不鏽鋼大廠,冷軋不鏽鋼,35,99.2
2063,世鎧,2.35,台灣螺絲及螺栓廠,螺絲螺帽,4.81,12.6
2064,晉椿,-1.56,高階棒鋼龍頭大廠,棒鋼,6.93,8.7
2065,世豐,7.48,台灣最大烤漆、噴頭表面塗裝螺絲廠,螺絲螺帽,6.35,20.5
2073,雄順,--,台灣金屬線製品加工商,線材盤元,2.75,7.4
4950,金耘國際,-0.6,台灣鋼鐵集團旗下不鏽鋼、特殊鋼通路商,特殊鋼,5.77,9.6
5009,榮剛,10,全球前十大合金棒鋼廠,特殊鋼,60.25,241.9
5011,久陽,5.48,台鋼集團旗下螺絲大廠,螺絲螺帽,10.07,15.5
5013,強新,0.71,台灣超潔淨電解拋光不銹鋼管（EP管）領導廠商,線材盤元,13.34,38
5014,建錩,9.76,不鏽鋼板裁剪及分條加工廠,不鏽鋼剪裁加工,18.33,19
5015,華祺,-1.96,全球知名不鏽鋼螺絲製造廠,不鏽鋼緊固件,6.06,13.6
5016,松和,-0.98,台灣規模最大鋼線鋼纜廠之一,線材盤元,4.96,12.6
6248,沛波,-1.53,台鋼集團旗下專業鋼筋加工與配送通路廠,鋼筋,10,19.3
7718,友鋮,-2.75,台灣車用與工業用扣件供應商,螺絲螺帽,4.64,22.2
8349,恒耀,-5.99,車用與工業用扣件製造與貿易廠商,螺絲螺帽,20.88,88.5
8415,大國鋼,0.58,大成鋼轉投資之大型螺絲螺帽配銷商,螺絲螺帽,103.15,356.4
8930,青鋼,-1.87,亞洲最大輕鋼架生產商,輕鋼架,8.18,23.6
9962,有益,2.02,台灣不鏽鋼厚板第一大廠,不鏽鋼,9.02,8.7
2101,南港,-2.61,台灣擁有土地資產的老牌輪胎廠,輪胎,73.39,246.6
2102,泰豐,-1.06,台灣輪胎製造商,輪胎,47.33,88
2103,台橡,3.94,全球前七大橡膠生產製造商,合成橡膠,82.57,174.2
2104,國際中橡,-0.97,全球市佔率前五大的碳煙公司,碳煙,98.47,100.4
2105,正新,-0.16,台灣最大、全球前十大輪胎製造商,輪胎,324.14,1038.9
2106,建大,0.87,台灣第二大輪胎廠,輪胎,95.49,165.7
2107,厚生,-0.19,主要從事營建與倉儲業務，也從事於橡膠與塑膠皮加工,橡膠製品,30.36,79.1
2108,南帝,2.81,全球前五大NBR乳膠廠,乳膠相關,49.24,144.3
2109,華豐,-0.71,台灣前六大輪胎廠,輪胎,27.93,38.8
2114,鑫永銓,-0.23,台灣最大、全球前十大橡膠輸送帶商,橡膠製品,7.8,68.6
6582,申豐,-0.79,永豐餘旗下合成乳膠廠，全球前7大NBR乳膠廠,乳膠相關,10.62,33.4
1319,東陽,0.75,全球第一大汽車AM塑膠件製造商,汽機車零組件,59.15,477.9
1338,廣華-KY,4.78,汽車OEM塑膠內飾件大廠，供應以大陸市場為主,汽車內裝,8.38,13.8
1339,昭輝,-1.44,台灣第二大汽車AM塑膠件製造商,汽車保險桿,7.41,30.4
1512,瑞利,-1.9,主要經營體育用品零售店及汽車鈑金業務,運動用品,9.82,7.1
1521,大億,3.21,台灣最大OEM車燈製造商,車燈,7.62,19.6
1522,堤維西,-1.56,台灣前二大AM車燈製造商之一,車燈,31.29,98.9
1524,耿鼎,1.55,為汽車AM鈑金件製造商,汽車鈑金,16.53,48.8
1525,江申,0.49,台灣最大商用車車架及木床製造商,木床／車架,7.34,45.5
1533,車王電,0,主攻AM車用電子零組件之大廠,車用電子,9.85,33.4
1536,和大,2.98,台灣最大、全球前十大車廠之傳動零組件供應商,傳動系統,27.9,154.3
1563,巧新,-0.23,全球汽車鍛造輪圈大廠,輪圈,22.56,98.8
1568,倉佑,-0.35,汽車自動變速箱零組件製造商,傳動系統,10.31,29.7
1587,吉茂,-7.72,台灣最大汽車水箱製造廠,車用冷卻系統,8.01,23.9
2115,六暉-KY,-1.88,全球最大氣門嘴製造商,汽機車零組件,10.44,21.8
2201,裕隆,0,與日本日產技術合作之汽車製造商,汽車製造,107,296.9
2204,中華,-0.55,裕隆集團與日本三菱技術合作之汽車製造廠,汽車製造,55.36,299.5
2206,三陽工業,0.17,現代汽車台灣代理商及台灣知名機車製造商,機車,78.37,455.3
2207,和泰車,-2.36,TOYOTA台灣獨家代理商,汽車銷售,55.71,2649
2227,裕日車,-1.12,裕隆集團為NISSAN在台灣地區研發及銷售成立之公司,汽車銷售,30,159.6
2228,劍麟,-0.9,為汽車安全氣囊零組件製造商,安全氣囊,7.98,70
2231,為升,-6.03,主要經營電裝品、TPMS及毫米波雷達銷售,車用電子,13.59,148.2
2233,宇隆,3.6,汽車噴油嘴零件大廠,汽機車零組件,6.03,182.4
2236,百達-KY,5.56,全球唯二汽車零組件一條龍之新加坡商,汽機車零組件,6.19,87.5
2239,英利-KY,-0.9,台商企業，為大陸整車廠提供汽車結構件,汽機車零組件,11.77,25.9
2241,艾姆勒,5.06,主要生產電動車及油電混合車的逆變器散熱產品,汽機車零組件,10.46,32.6
2243,宏旭-KY,-9.03,大陸台資第一大、行業前五大的車身模具廠,汽機車零組件,6.94,15
2247,汎德永業,-1.4,豪華進口車代理商,汽車銷售,8.07,171.1
2248,華勝-KY,3.96,LED汽車門檻踏板供應商,汽車內裝,4.76,27.5
2250,IKKA-KY,0.63,能率集團旗下，日本車用沖壓件OEM廠商,汽機車零組件,3.64,23.3
2497,怡利電,-3.46,國內車載影音主機大廠,車載影音系統,13.09,69.2
3346,麗清,-4.01,LED車燈模組製造廠,LED封裝,12.12,20.3
3717,聯嘉投控,-3.12,車用LED模組及元件廠,LED封裝,20.81,48.4
4551,智伸科,10,汽車動力及安全零組件大廠商,汽機車零組件,11.52,171.1
4557,永新-KY,-0.39,北美最大AM汽車剎車總分泵之零件供應商,剎車系統,4.8,24.4
4569,六方科-KY,-4.39,泰國精密金屬零組件加工生產商,汽機車零組件,3.06,50
4581,光隆精密-KY,2,台灣商用車零組件鑄件公司,引擎相關,3.39,17.3
6605,帝寶,-0.77,全球AM車燈龍頭企業,車燈,16.58,213.9
7732,金興精密,-0.14,台灣車用散熱風扇、馬達、鼓風機製造商,車用冷卻系統,6.47,23.2
7736,虎山,-1.96,全球AM車門把手產銷龍頭,汽機車零組件,7.6,57.2
7821,神數,-1.32,聯華神通集團旗下，全球前三大車用電子品牌,車用電子,12.19,54.7
2302,麗正,9.97,台灣整流二極體廠商,二極體,16.63,35.8
2303,聯電,4.05,全球前十大晶圓代工廠之一,晶圓代工,1257.7,11949.6
2329,華泰,-1.17,半導體封測及EMS廠,IC封裝,65.9,330.4
2330,台積電,-2.4,全球第一大晶圓代工廠,晶圓代工,2593.25,579591.9
2337,旺宏,4.25,全球非揮發性記憶體整合元件領導廠,非揮發性記憶體,198.13,3080.1
2338,光罩,-2.91,光聚晶電旗下專業光罩廠,光罩,36.68,183.4
2340,台亞,0.13,日亞化轉投資感測元件與LED發光元件公司,LED晶粒,43.86,141.4
2342,茂矽,-1.71,功率元件及電源管理IC之晶圓代工廠,晶圓代工,15.75,67.8
2344,華邦電,9.81,專注於利基型DRAM與NOR Flash市場,非揮發性記憶體,450,5287.5
2351,順德,4.1,全球導線架前五大供應商之一,導線架,19.05,347
2363,矽統,2.69,轉型為觸控IC設計廠商,觸控IC,51.5,314.1
2369,菱生,0.98,台灣專注於類比IC的小型封裝廠,IC封裝,38.01,117.8
2379,瑞昱,-1.35,全球超高速乙太網路IC設計龍頭廠商,網路通訊IC,51.55,3010.6
2388,威盛,7.42,支援x86平台之IC解決方案廠商,CPU,55.6,426.3
2401,凌陽,1.38,台灣多媒體IC設計廠商,消費性IC,59.2,151.8
2408,南亞科,9.85,台塑集團旗下DRAM大廠,DRAM,345.02,9326.9
2434,統懋,-2.35,台灣上下游垂直整合之二極體廠,二極體,3.7,5.3
2436,偉詮電,5.42,台灣類比IC暨消費性IC設計廠商,類比IC,20.01,151.7
2441,超豐,2.1,全球記憶體封測廠,IC封裝,56.88,525.6
2449,京元電子,-3.7,全球IC測試領域龍頭公司,IC測試,122.27,3662.1
2451,創見,9.92,「Transcend」品牌之記憶體模組廠,記憶體模組,43.13,1479.4
2454,聯發科,6.89,全球智慧型手機晶片大廠,手機晶片相關,160.39,62231.5
2458,義隆,-0.99,全球NB觸控板模組與觸控IC龍頭,觸控IC,30.39,455.8
2481,強茂,9.55,台灣最大二極體廠,二極體,38.21,416.5
3006,晶豪科,9.9,台灣利基型記憶體IC設計廠商,DRAM記憶體IC,29.81,661
3014,聯陽,2.58,全球輸出入(I/O)控制IC領導廠商,IO控制IC,16.6,230.7
3016,嘉晶,9.83,台灣專業磊晶矽晶圓業者,磊晶,28.86,370.8
3034,聯詠,-0.3,全球面板驅動IC設計龍頭廠,LCD驅動IC,60.85,3021.3
3035,智原,9.83,聯電體系的ASIC及設計IP廠,ASIC,26.06,509.4
3041,揚智,1.65,專注於數位機上盒系統單晶片開發的領導廠商,機上盒晶片,14.02,28.9
3094,聯傑,0,嵌入式乙太網路IC設計廠商,網路通訊IC,8.31,25.7
3135,凌航,9.89,台灣記憶體模組生產商,記憶體模組,9.49,150.7
3189,景碩,9.83,全球ABF載板的主要供應商,IC基板,52.69,2650.4
3257,虹冠電,0.73,台灣AC-DC類比電源管理IC供應商,電源管理IC,7.98,44.1
3413,京鼎,-2.22,鴻海集團旗下，美商應材的相關供應商,半導體製程設備,11.08,341.1
3443,創意,9.98,台積電轉投資之設計IP與客製化ASIC廠,ASIC,13.4,7678.8
3450,聯鈞,4.39,全球前三大雷射二極體封測代工廠,IC封裝,14.57,623.5
3530,晶相光,6.6,神盾旗下CMOS晶片廠,CMOS晶片,7.75,53.8
3532,台勝科,4.08,台塑與Sumco合資成立的矽晶圓製造商,矽晶圓,38.78,1039.4
3545,敦泰,1.59,台灣中小尺寸LCD驅動IC廠,LCD驅動IC,22.12,127.4
3583,辛耘,9.9,再生晶圓暨半導體設備廠,半導體製程設備,8.03,695.7
3588,通嘉,7.43,台灣少數跨AC/DC及DC/DC的電源管理IC設計廠商,電源管理IC,6.2,39.4
3592,瑞鼎,1.93,友達集團旗下驅動IC設計公司,LCD驅動IC,7.59,199.9
3661,世芯-KY,9.92,全球ASIC及設計IP業者,ASIC,8.15,4263.9
3686,達能,-3.13,轉型發展太陽能EPC業務、記憶體通路,太陽能系統運用,7.65,13
3711,日月光投控,4.07,全球封測龍頭,IC封裝,447.06,23954.7
4919,新唐,9.85,華邦旗下整合元件製造(IDM)廠，提供IC設計與製造服務,MCU,41.98,772.4
4952,凌通,5.52,凌陽轉投資的消費性IC廠,消費性IC,10.88,56.1
4961,天鈺,0.29,產品涵蓋小至大尺寸顯示器驅動IC設計公司,LCD驅動IC,12.13,206.7
4967,十銓,-4.53,全球知名DRAM模組廠,記憶體模組,8.91,241.7
4968,立積,1.26,台灣採用矽及砷化鎵技術的RF射頻前端IC廠,射頻前端晶片,9.22,111.6
5222,全訊,-5.4,功率放大器及低雜訊放大器微波元件製造商,砷化鎵相關,9.11,119.7
5269,祥碩,-1.42,華碩旗下高速傳輸介面之控制IC設計廠,高速傳輸介面IC,7.48,1039.4
5285,界霖,9.89,台灣功率單體及光電導線架供應商,導線架,10.2,69.2
5471,松翰,9.92,為語音及多媒體IC設計專業廠商,MCU,16.79,83.7
6202,盛群,7.79,全球MCU大廠,MCU,23.04,134.6
6239,力成,1.58,全球前五大封測廠,IC封裝,75.91,1711.9
6243,迅杰,0,全球第二大鍵盤控制IC設計供應商,PC週邊IC,4.53,15.6
6257,矽格,0.71,RF及混合IC專業測試廠商,IC測試,48.39,1028.3
6271,同欣電,2.2,台灣陶瓷基板製造龍頭,IC基板,20.91,387.8
6415,矽力*-KY,9.99,大陸電源管理晶片大廠,電源管理IC,9.72,1820.3
6451,訊芯-KY,3.29,鴻海集團轉投資系統模組封裝廠,IC封裝,11.22,494.9
6515,穎崴,4.78,全球IC測試座龍頭,封測服務與材料,3.61,3636.5
6525,捷敏-KY,2.82,全球前三大專業功率半導體封測企業,IC封裝測試,12.9,141.3
6526,達發,-0.4,聯發科旗下無線通訊與固網通訊之晶片設計公司,無線網路IC,16.75,1256.3
6531,愛普*,9.94,從事行動記憶體IC設計及IP設計的公司,SRAM記憶體IC,8.14,1565.2
6533,晶心科,6.08,聯發科旗下嵌入式微處理器核心IP設計公司,設計IP,5.07,128.1
6552,易華電,3.04,長華轉投資之面板驅動IC用高階軟性基板廠,IC基板,8.3,25.3
6573,虹揚-KY,-3.15,二極體及橋式整流器製造商,二極體,8.05,9.9
6695,芯鼎,2.08,凌陽旗下影像及視訊處理IC設計公司,影音IC,9.65,46.7
6719,力智,1.6,華碩轉投資的電源管理IC設計公司,電源管理IC,10.55,160.5
6756,威鋒電子,3.02,威盛旗下USB高速傳輸控制晶片廠,USB IC,7,66.8
6770,力積電,1.79,全球前十大晶圓代工廠之一,晶圓代工,427.99,2640.9
6789,采鈺,-0.5,台積電旗下影像感測器後段製程生產企業,影像感測元件,31.83,1909.8
6799,來頡,2.14,台灣一家電源管理IC供應商,電源管理IC,4.37,39.7
6909,創控,-1.05,國內唯一自主開發的VOCs設備製造商,半導體製程設備,6.72,37.8
6937,天虹,-3.59,國內關鍵半導體零組件主要供應商,半導體製程設備,6.77,199.9
6962,奕力-KY,-0.52,聯發科旗下顯示器驅動IC設計公司,LCD驅動IC,49.24,187.6
7749,意騰-KY,4.09,AI聲學處理及語音識別ASIC及AI智財授權公司,設計IP,4.65,248.7
7768,頌勝科技,1.14,從事半導體CMP研磨墊材料、醫療保健鞋墊等生產,研磨液／墊,7.01,248
7769,鴻勁,10,國內知名的半導體IC測試設備供應商,封測用設備,17.99,11479.5
7822,倍利科,2.78,專注於光學檢測與量測設備的公司,設備儀器商,4.56,590
8016,矽創,-1.65,台灣感測元件及顯示屏驅動IC廠,LCD驅動IC,12.01,322.6
