代碼,商品,漲幅%,產業地位,細產業,股本,市值
6642,富致,-0.16,台灣PPTC自復式保險絲製造商,熱敏電阻,3.74,24
6664,群翊,-0.79,全球最大PCB塗佈烘烤設備廠商,PCB相關設備,6.08,267.2
6727,亞泰金屬,-1.79,全球知名的銅箔基板高階含浸設備製造商,PCB相關設備,2.69,133.1
6761,穩得,1.94,國內知名的EMC一站式服務商,電子元件代理商,3.5,73.4
6821,聯寶,-1.96,主要從事變壓器及電感器等磁性元件製造,變壓器,3.26,16.4
6913,鴻呈,0.77,全球線纜製造組裝規劃供應商,連接線材,4.38,57.2
6967,汎瑋材料,-0.52,電子功能性材料製造商兼經銷商,其他電子零件,2.49,18.9
7744,崴寶,-1.95,機構整合解決方案服務商,模具沖壓,3.2,177
8038,長園科,-3.49,氧化鋰鐵電池模組系統應用生產商,工業用電池,6.23,26.7
8042,金山電,5.71,MB、SPS、CRT用之鋁質電解電容器大廠,鋁質電解電容,12.95,115.1
8043,蜜望實,-5.68,主要代理太陽誘電之積層陶瓷電容及電感,電子元件代理商,7.99,67.7
8071,能率網通,0.3,專精事務機塑膠機構件及隱形眼鏡之生產業務,模具沖壓,6.01,10.1
8074,鉅橡,1.1,全球最大PCB墊板供應商,PCB材料,8.7,72.2
8093,保銳,-1.79,主攻高階DIY市場且經營自有品牌之電源與電腦週邊廠,電源供應器,5.66,7
8109,博大,-1.26,台灣專攻工業與通訊應用之利基型電源廠,電源供應器,8.22,96.9
8121,越峰,9.9,台聚旗下、台灣最大錳鋅系列鐵芯等電感類製造商,被動元件上游,21.3,72.1
8147,正淩,9.71,生產PC、工業及通信用的連接器廠商,連接器,4.17,70.3
8155,博智,-5.41,仁寶旗下工業及商業用PCB廠,印刷電路板,6.16,254.9
8182,加高,-5.32,日本大真空轉投資，為台灣石英元件製造商,石英元件,10.7,40
8289,泰藝,2.36,台灣專業石英振盪器製造商,振盪器,6.83,34.1
8291,尚茂,9.89,台灣利基型銅箔基板廠,銅箔基板,1.75,6.8
8358,金居,1.65,台灣前三大電解銅箔製造商,銅箔,25.26,1167
2347,聯強,5.11,亞太最大、全球前三大3C產品通路商,電腦通路商,166.79,1441.1
2414,精技,-2.04,台灣前三大資訊通路經營商,電腦通路商,16.17,77.5
2430,燦坤,-0.75,全台最大3C連鎖通路,3C通路商,11.68,23.1
3010,華立,1.87,大中華半導體前段製程材料與化學品最大供應商,電子元件代理商,25.94,352.8
3028,增你強,-5.39,台灣半導體元件代理通路商,IC零組件通路商,23.72,179.1
3033,威健,0.34,半導體零組件專業代理商,IC零組件通路商,48.53,211.5
3036,文曄,9.98,台灣前三大半導體IC通路商,IC零組件通路商,126.91,3347.1
3048,益登,6.13,全球第十大半導體代理商,IC零組件通路商,26.98,110.2
3055,蔚華科,9.65,半導體測試解決方案商,封測用設備,11.5,98.7
3209,全科,10,為專業通訊元件設計及通路商,IC零組件通路商,23.54,142.4
3312,弘憶股,6.59,IC通路商，主要代理數位通訊應用方案與元件,IC零組件通路商,18.26,81.3
3528,安馳,-9.34,台灣前5大IC通路商,IC零組件通路商,6.66,55
3702,大聯大,0.44,全球暨亞太區第一大的半導體零組件通路商,IC零組件通路商,168.23,1914.1
5434,崇越,1.89,日本信越晶圓產品在台代理商,半導體材料通路商,19.37,829
6189,豐藝,-1.63,國內專業的電子零組件經銷通路商,IC零組件通路商,26.46,127.1
6281,全國電,0.98,台灣知名家電與3C通路賣場,電器銷售,9.92,51.1
6776,展碁國際,-0.34,台灣第二大電子通路代理商,電腦通路商,9.16,53.2
8070,長華*,0.1,半導體封裝材料及設備通路商,半導體材料通路商,7.26,350.1
8072,陞泰,-2.61,從事安全監控系統及半導體代理業務,安全監控,8,22.4
8112,至上,-2.8,主要代理品牌以Samsung為主之IC通路商,IC零組件通路商,52.53,456
3224,三顧,-2.2,經營電子材料代理及再生醫療業務,電子元件代理商,7.82,33
3232,昱捷,0.24,主要代理日系的電子零組件通路商,IC零組件通路商,4.66,9.7
3360,尚立,3.56,代理影像感測元件和專注於網通設備和服務的企業,IC零組件通路商,7.64,11.1
3444,利機,0.22,國內半導體封測材料通路商,半導體材料通路商,4.5,40.1
6113,亞矽,-0.2,歐美半導體零件的專業代理商,IC零組件通路商,5.25,12.9
6118,建達,-1.71,3C電腦周邊產品代理通路商,電腦通路商,9.09,15.7
6154,順發,-1.16,台灣大型的3C量販零售通路商,3C通路商,8.01,10.3
6227,茂綸,2.49,日Macnica集團旗下電子通路大廠,IC零組件通路商,7.61,78.4
6265,方土昶,2.83,記憶體元件代理及保健食品銷售商,IC零組件通路商,11.82,53.7
6270,倍微,-1.27,半導體電子零組件代理及韌體服務,IC零組件通路商,7.21,19.7
6474,華豫寧,-3.75,主要代理MCU及電子鎖廠商,IC零組件通路商,5.25,20.2
8032,光菱,2.19,瑞薩、三菱等日系原廠產品在台代理商,IC零組件通路商,5.18,21.7
8067,志旭,-4.23,光電資訊產品及美妝商品之專業代理商,電腦通路商,2.07,2.6
8068,全達,1.08,大宇資旗下的IC零組件通路商,IC零組件通路商,8.08,19
8084,巨虹,-1.43,經營記憶體通路及餐飲、助聽器等產品,電子元件代理商,6.95,31.1
8096,擎亞,2.5,為韓國三星在台之主要合作夥伴,IC零組件通路商,14.93,146.8
2427,三商電,1.16,以金融、電訊與交通產業為主之系統整合商,系統整合,19.8,43.2
2453,凌群,0.37,以金融業為主的系統整合大廠,系統整合,10,54.8
2468,華經,-4.47,以數位影像處理為主的系統整合商,系統整合,7,23.9
2471,資通,-2.64,以金融業及製造業為主的系統整合廠商,系統整合,4.73,24.4
2480,敦陽科,1.01,台灣資訊系統整合服務大廠,系統整合,10.64,159
3029,零壹,0.81,台灣大型加值型網路代理商,軟體通路／代理,16.7,153.6
4994,傳奇,0.1,台灣知名遊戲開發商,PC遊戲,6.64,65.1
5203,訊連,-1.37,全球知名多媒體影音軟體公司,套裝軟體,7.94,51.3
6112,邁達特,-0.23,資訊應用軟硬體服務供應中介之加值型通路商,系統整合,18.84,54.1
6183,關貿,-0.76,台灣政務相關應用軟體業者,電商服務,15,138
6214,精誠,1.2,金融服務、科技整合及加值服務系統業者,系統整合,27.22,345.7
3147,大綜,1.12,電腦軟硬體設備代理銷售及系統整合商,系統整合,4.37,79.1
3158,嘉實,-0.22,金融資訊流整合系統及股市即時報價供應商,應用軟體,3.05,27.1
3570,大塚,5.41,工程繪圖CAD/CAM/CAE/CAID軟體代理商,軟體通路／代理,1.71,30
4953,緯軟,-2.07,緯創旗下，台灣大型資訊委外服務廠商,軟體業,7.31,86.7
5201,凱衛,0.49,以證券金融服務為主的系統整合商,系統整合,3.87,11.8
5202,力新,0,台灣影像處理軟體商,套裝軟體,8.91,11.6
5210,寶碩,-0.89,證券金融相關解決方案系統整合廠商,系統整合,8.22,22.8
5211,蒙恬,0.74,台灣手寫辨識軟硬體廠商,手寫板,3.2,6.5
5212,凌網,2.89,以知識管理為主的系統整合廠,系統整合,3.46,16.6
5310,天剛,0,金融系統整合廠,系統整合,2.89,7.5
5403,中菲,-0.32,金融與物流業系統整合、軟體服務之廠商,系統整合,7.82,72.4
5410,國眾,0.82,大眾控轉投資系統整合廠,系統整合,9.24,34.1
6123,上奇,-0.44,電腦軟硬體、OA產品及耗材代理商,軟體通路／代理,6.21,28.3
6140,訊達,-7.1,以金融、資訊、媒體、半導體產業為主的系統整合商,系統整合,5.49,11.9
6148,驊宏資,-4.43,金融及公共事業SI廠,系統整合,4.66,14.1
6221,晉泰,-3.94,電子商務系統整合廠商,系統整合,16.86,41.1
6231,系微,-1.86,NB及IA產品的BIOS廠商,BIOS,4.57,144.3
6240,松崗,0,專注協助企業數位服務與轉型領域,系統整合,2.29,4.2
6516,勤崴國際,0.17,中華電旗下台灣最大圖資公司,應用軟體,5.63,33
6590,普鴻,-0.14,台灣金融支付加解密解決方案最大供應商,系統整合,2.5,17.3
6593,台灣銘板,-0.57,專業信用卡製卡廠商,智慧卡相關,3.19,11.2
6697,東捷資訊,0,東元旗下ERP整合規劃廠,企業資源規劃,2.73,11.3
6751,智聯服務,-1.2,宏碁旗下IT規劃整合及服務廠,系統整合,2.22,11
6752,叡揚,0,企業e化應用軟體開發與服務廠,應用軟體,3.71,38.3
6791,虎門科技,1.67,CAE、CPC導入暨顧問諮詢服務廠,系統整合,2.08,25.4
6874,倍力,-8.99,資通轉投資之企業軟體代理及開發廠,軟體通路／代理,2.2,18.7
6884,海柏特,-1.45,宏碁旗下資訊產品售後服務提供商,商業服務／顧問,1.84,6.2
7767,仁大資訊,0,一站式全方位資訊服務系統整合廠商,系統整合,3.01,13.3
8099,大世科,-0.49,大同旗下資訊通信系統整合廠商,系統整合,10.01,61
8272,全景軟體,2.5,緯創旗下，專注身份認證的資訊安全軟體公司,資訊安全,1.9,14.8
8284,三竹,-0.16,金融服務軟體供應商,應用軟體,4.73,30.3
8416,實威,1.45,3D CAD/CAM/CAE/PDM軟硬體代理商,軟體通路／代理,2.82,49.4
2312,金寶,6.98,金寶集團旗下消費性電子代工廠,電子製造服務,150.58,450.1
2317,鴻海,0.8,全球最大EMS電子專業代工廠,電子製造服務,1402.86,35288.6
2354,鴻準,0.33,鴻海旗下散熱模組及鋁鎂合金廠,鎂鋁合金,141.45,871.3
2359,所羅門,2.51,電子零組件專業代理商,電子元件代理商,17.15,210.1
2360,致茂,5.83,全球知名的自動測試設備品牌大廠,量測儀器,42.52,10035.8
2373,震旦行,-0.7,台灣最大的辦公設備與辦公家俱通路商,辦公用品設備,23.62,133.2
2390,云辰,-0.85,從事智慧安防系統及智慧控制系統業務,安全監控,19.26,18.1
2404,漢唐,0.99,台積電最大的無塵室供應商,廠務工程,19.06,1953.5
2423,固緯,-7.31,台灣知名的電子量測儀器廠,量測儀器,14.5,88.3
2433,互盛電,-0.44,日本理光辦公事務機器之台灣代理商,事務機器,14.45,65.8
2459,敦吉,0,經營通路、製造、驗證三大事業群,電子元件代理商,10.56,70.4
2461,光群雷,-3.33,全球重要知名雷射全像材料整合供應商,電子其他,19.19,27.9
2464,盟立,-1.64,台灣工業自動化設備廠,面板設備,20.64,247.6
2474,可成,1.46,台灣知名的金屬機殼製造大廠,鎂鋁合金,56.14,1167.6
2477,美隆電,0.71,台灣最大音箱及揚聲器製造廠之一,音響設備及零件,15.86,33.5
2482,連宇,0.3,台灣讀卡機等電子支付交易設備廠,IC讀卡機,7.79,13
