符合條件商品
資料日期：2026年  5月  5日
策略,	新策略(2)
"序號","代碼","商品","成交","漲幅%","總量","收盤價","產業","細產業","所有細產業",產業地位
504	,"2880.TW","華南金","32.65","1.87","10849","32.65","上市金融保險","金控","銀行,產險,證券,投信,金控,金融其他,資產管理,金融業",以銀行為主體公營金控公司，為台灣銀行界歷史悠久的三商銀之一
505	,"2881.TW","富邦金","92.2","1.32","24852","92.2","上市金融保險","金控","銀行,壽險,產險,證券,投信,投資信託,金控,金融其他,資產管理,金融業",台灣資產規模前二大的金控公司，旗下擁有台灣最大產險公司
506	,"2882.TW","國泰金","77.2","1.31","28365","77.2","上市金融保險","金控","銀行,壽險,產險,證券,投信,投資信託,金控,金融其他,資產管理,金融業",台灣資產規模前二大金控公司，旗下擁有台灣最大壽險公司
507	,"2883.TW","凱基金","21.8","1.87","58190","21.8","上市金融保險","金控","銀行,證券,金控,金融業",以投資銀行業務為主之金控，並藉購併跨入證券與商業銀行領域
508	,"2884.TW","玉山金","31.55","0.8","35874","31.55","上市金融保險","金控","銀行,保險經紀,證券,金控,金融其他,金融業",以玉山銀行為主體的金控公司
509	,"2885.TW","元大金","55.4","4.33","30595","55.4","上市金融保險","金控","銀行,證金公司,證券,投信,投資信託,金控,金融其他,資產管理,金融業",以證券為主體金控公司，旗下元大證券為台灣最大券商
510	,"2886.TW","兆豐金","39.1","0.26","11364","39.1","上市金融保險","金控","銀行,產險,票券,證券,投信,金控,金融其他,資產管理,金融業",具有國營背景的金控公司，旗下銀行為台灣主要企業聯貸銀行
511	,"2887.TW","台新新光金","23.7","0.85","80790","23.7","上市金融保險","金控","銀行,壽險,保險經紀,證券,投信,金控,金融其他,資產管理,金融業",以消費金融業務為主體之台灣金控公司
512	,"2889.TW","國票金","14.5","-0.68","2627","14.5","上市金融保險","金控","票券,證券,金控,金融其他,金融業",台灣唯一以票券業務為主體之金控公司
513	,"2890.TW","永豐金","30.65","0.33","22979","30.65","上市金融保險","金控","銀行,證券,投信,金控,租賃,金融其他,資產管理,金融業",以銀行為主體的的大型金控，旗下另有證券、投信業務
514	,"2891.TW","中信金","53.5","1.13","56231","53.5","上市金融保險","金控","銀行,壽險,保險經紀,證券,投信,投資信託,金控,資產管理,金融業,保全業,服務業",台灣資產規模前四大金控公司，旗下中信銀為最大信用卡發卡銀行
515	,"2892.TW","第一金","28.4","0.53","20645","28.4","上市金融保險","金控","銀行,壽險,證券,投信,金控,金融其他,資產管理,金融業",台灣前三大官股金控公司，旗下銀行為業界歷史悠久的三商銀之一
516	,"2897.TW","王道銀行","10.05","0","1329","10.05","上市金融保險","銀行","銀行,金融業",前身為台灣工業銀行，台灣第一家數位銀行
517	,"2901.TW","欣欣","24","-3.81","20","24","上市貿易百貨","百貨業","流通業,百貨業,資產股,地產,物業投資發展",位於台北市中山區精華地段之百貨業者，退撫會為最大股東
518	,"2903.TW","遠百","22.45","0.9","1272","22.45","上市貿易百貨","百貨業","流通業,百貨業,量販店、大賣場",隸屬遠東集團，合併SOGO百貨成為台灣百貨業龍頭
519	,"2904.TW","匯僑","16.2","-0.31","114","16.2","上市其他","油品儲運／分銷","石油及天然氣,油品儲運/分銷,電力,太陽能發電",台灣專業的石化倉儲廠
520	,"2905.TW","三商","13.45","0.75","548","13.45","上市貿易百貨","控股公司","控股公司",轉投資子公司業務包含壽險、零售、餐飲、資訊服務、製藥等
521	,"2906.TW","高林","12.4","0.4","139","12.4","上市貿易百貨","貿易","醫療器材通路,醫藥流通,流通業,貿易,家居相關用品通路,成衣,成衣銷售/零售",為國內知名貿易商，並代理G2000等多項品牌服飾
522	,"2908.TW","特力","20.6","0.49","167","20.6","上市貿易百貨","家居相關用品通路","流通業,貿易,量販店、大賣場,家居相關用品通路",海內外家居用品貿易商，擁有特力屋、HOLA零售品牌
523	,"2910.TW","統領","21.55","-0.23","4","21.55","上市貿易百貨","百貨業","流通業,百貨業,營建,地產",由百貨公司跨足至營建之業者
524	,"2912.TW","統一超","224","-0.67","1774","224","上市貿易百貨","便利商店","便利商店,流通業",經營7-11為台灣超商龍頭，隸屬統一集團
525	,"2913.TW","農林","11.15","0.45","1384","11.15","上市貿易百貨","貿易","流通業,貿易,農林漁牧,農產品種植,食品加工,茶葉相關,資產股",台灣茶葉產製銷一條龍企業
526	,"2915.TW","潤泰全","43.25","-0.69","2411","43.25","上市貿易百貨","貿易","流通業,貿易,成衣,成衣銷售/零售,織布業,控股公司",潤泰集團旗下，經營紡織貿易、零售事業之控股公司
527	,"2916.TW","滿心","45.05","-0.33","118","45.05","上櫃居家生活","成衣銷售／零售","成衣,成衣銷售/零售",台灣前二大代理知名品牌服飾廠商
528	,"2923.TW","鼎固-KY","22.35","3.71","51","22.35","上市建材營造","營建","營建,地產,物業投資發展",日月光轉投資的房地產開發商
529	,"2924.TW","宏太-KY","21.3","-0.93","0","21.3","上櫃居家生活","嬰童用品","傳產其他,玩具,嬰童用品",以「黃色小鴨」品牌在兩岸經營嬰童產品
530	,"2926.TW","誠品生活","37.5","1.63","84","37.5","上櫃文化創意","百貨業","流通業,百貨業,書店,文化創意產業,旅宿／餐飲,餐飲",誠品集團旗下百貨通路及餐旅業者
531	,"2937.TW","集雅社","43.75","0","3","43.75","上櫃居家生活","電器銷售","電器銷售,家電",百貨家電龍頭通路商
532	,"2939.TW","永邑-KY","25","0","6","25","上市貿易百貨","貿易","流通業,貿易,家居相關用品通路",生活應用產品開發供應商
533	,"2941.TW","米斯特","30.65","0.16","8","30.65","上櫃居家生活","成衣銷售／零售","成衣,成衣銷售/零售,Internet應用與服務,電商平台",台灣服飾品牌OMO零售商
534	,"2945.TW","三商家購","40.9","-0.49","33","40.9","上市貿易百貨","連鎖超市","流通業,連鎖超市",三商旗下社區型連鎖超市業者
535	,"2947.TW","振宇五金","78.1","0","10","78.1","上櫃居家生活","量販店、大賣場","流通業,量販店、大賣場,家居相關用品通路",大型五金修繕專業賣場
536	,"2948.TW","寶陞","38.1","0","4","38.1","上櫃居家生活","家居相關用品通路","流通業,家居相關用品通路",代理及自有地板品牌及室內建材銷售商
537	,"2949.TW","欣新網","53.5","-0.93","8","53.5","上櫃數位雲端","電商服務","傳播事業,廣告,Internet技術與基礎設施,電商服務",台灣電商營運服務商
538	,"3002.TW","歐格","18.55","2.2","116","18.55","上市電腦及週邊設備","電源供應器","電源供應器,被動元件,電子零件元件,遊戲產業,商用遊戲機",台灣電源管理與智慧家庭解決方案領導廠商
539	,"3003.TW","健和興","55.5","0","610","55.5","上市電子零組件","其他電子零件","汽機車零組件,汽車端子,連接器,其他電子零件,電子零件元件",各種應用之連接器及配線器材生產
540	,"3004.TW","豐達科","125.5","8.66","2166","125.5","上市鋼鐵","螺絲螺帽","航天軍工,螺絲螺帽,線材盤元",亞洲唯一合格航太扣件供應商
541	,"3005.TW","神基","98.2","-0.2","2443","98.2","上市電腦及週邊設備","強固電腦","汽機車零組件,機殼,電子零件元件,工業電腦,強固電腦,電腦系統業",全球前三大軍工規電腦廠
542	,"3006.TW","晶豪科","182","5.2","25014","182","上市半導體","DRAM記憶體IC","DRAM記憶體IC,FLASH記憶體IC,類比IC,IC設計",台灣利基型記憶體IC設計廠商
543	,"3008.TW","大立光","2545","-1.17","782","2545","上市光電","光學鏡片／頭","光學鏡片/頭,光學元件",全球智慧型手機鏡頭龍頭廠
544	,"3010.TW","華立","136.5","0.74","829","136.5","上市電子通路","電子元件代理商","電子元件代理商,半導體材料通路商,電子通路",大中華半導體前段製程材料與化學品最大供應商
545	,"3011.TW","今皓","14","1.82","668","14","上市電子零組件","連接線材","電子零件元件,連接線材",3C產品之電源線供應大廠
546	,"3013.TW","晟銘電","108.5","1.88","2901","108.5","上市電腦及週邊設備","伺服器機殼","伺服器機殼,電子零件元件",台灣伺服器機殼OEM/ODM製造商
547	,"3014.TW","聯陽","131","3.15","2505","131","上市半導體","IO控制IC","IO控制IC,IC設計,消費性IC,PC週邊IC,影音IC,高速傳輸介面IC,安全監控IC,數位電視IC,觸控IC",全球輸出入(I/O)控制IC領導廠商
548	,"3015.TW","全漢","51.6","0.98","514","51.6","上市電子零組件","電源供應器","電源供應器,電子零件元件",全球前十大交換式電源供應器廠商
549	,"3016.TW","嘉晶","108","9.53","5892","108","上市半導體","磊晶","第三類半導體,磊晶,矽晶圓,IC製造",台灣專業磊晶矽晶圓業者
550	,"3017.TW","奇鋐","2705","-6.24","8453","2705","上市電腦及週邊設備","筆記型電腦用散熱模組","伺服器機殼,機殼,散熱風扇馬達,電子零件元件,散熱模組,其他散熱零件,伺服器用散熱模組,筆記型電腦用散熱模組",全球最大PC散熱模組廠
551	,"3018.TW","隆銘綠能","10.6","0","31","10.6","上市其他電子","廠務工程","電子其他,廠務工程,營建,地產",台灣無塵室及工廠、住宅機電系統整合工程之大廠
552	,"3019.TW","亞光","143","0","4974","143","上市光電","光學鏡片／頭","傳產其他,光學,影像感測元件,數位相機,數位相機組裝,光學鏡片/頭,光學元件",台灣光學鏡頭大廠，專注於玻璃鏡片與非球面模造玻璃
553	,"3021.TW","鴻名","16.2","-2.99","554","16.2","上市電子零組件","連接線材","電子零件元件,系統整合,軟體業,連接線材",提供3C產品線材、連接器及電子元件廠商
554	,"3022.TW","威強電","75","5.63","2784","75","上市電腦及週邊設備","工業電腦","工業電腦",台灣知名工業電腦廠商
555	,"3023.TW","信邦","289","0.17","2522","289","上市電子零組件","連接線材","連接器,電子零件元件,連接線材",台灣知名連接線束製造廠
556	,"3024.TW","憶聲","13.8","3.76","3183","13.8","上市光電","電器銷售","資產股,車用電子,車載影音系統,電器銷售,家電,地產,園區開發",經營歌林品牌家電
557	,"3025.TW","星通","62.9","3.11","565","62.9","上市通信網路","電信設備","網通設備,電信設備,光通訊,光纖設備",台灣電信局端設備製造商
558	,"3026.TW","禾伸堂","248.5","9.96","12836","248.5","上市電子零組件","電子元件代理商","被動元件,MLCC,鋁質電解電容,IC零組件通路商,電子元件代理商,電子通路",主要自製MLCC及代理電子元件
559	,"3027.TW","盛達","19.1","3.24","449","19.1","上市通信網路","重電設備","電力,太陽能發電,網通設備,接取設備,太陽能,太陽能系統運用,PV Inverter,重電設備,電力設備",再生能源設備銷售與系統供應商
560	,"3028.TW","增你強","69.6","0.29","2799","69.6","上市電子通路","IC零組件通路商","IC零組件通路商,電子元件代理商,電子通路",台灣半導體元件代理通路商
561	,"3029.TW","零壹","102","0.49","1960","102","上市資訊服務","軟體通路／代理","資訊安全,系統整合,軟體業,軟體通路／代理,雲端科技,Internet技術與基礎設施",台灣大型加值型網路代理商
562	,"3030.TW","德律","414","9.96","5957","414","上市其他電子","PCB相關設備","PCB相關設備,IC檢測設備,設備儀器商,封測用設備",電路板組裝檢測設備大廠
563	,"3031.TW","佰鴻","31.4","-0.48","2810","31.4","上市光電","LED封裝","LED,LED封裝,LED照明產品",台灣LED封裝暨紅外線傳輸模組廠商
564	,"3032.TW","偉訓","66","3.77","1139","66","上市電子零組件","機殼","伺服器機殼,電源供應器,機殼,電子零件元件,週邊產品,電競週邊",台灣PC電源供應器及機殼製造廠，並跨入電競領域
565	,"3033.TW","威健","38.55","1.72","14136","38.55","上市電子通路","IC零組件通路商","IC零組件通路商,電子通路",半導體零組件專業代理商
566	,"3034.TW","聯詠","420","1.08","3246","420","上市半導體","LCD驅動IC","IC設計,LCD驅動IC,LCD控制IC,影音IC,CMOS晶片,安全監控IC,手機面板驅動IC,數位電視IC,觸控IC,手機零組件",全球面板驅動IC設計龍頭廠
567	,"3035.TW","智原","177","4.73","13266","177","上市半導體","ASIC","IC設計,設計IP,ASIC",聯電體系的ASIC及設計IP廠
568	,"3036.TW","文曄","209","-0.71","6083","209","上市電子通路","IC零組件通路商","IC零組件通路商,電子通路",台灣前三大半導體IC通路商
569	,"3037.TW","欣興","903","-0.88","28446","903","上市電子零組件","印刷電路板","印刷電路板,印刷電路板相關,HDI板,IC基板,封測服務與材料,BGA基板,ABF載板",全球印刷電路板龍頭廠之一
570	,"3038.TW","全台","23.25","0.87","357","23.25","上市光電","LCM","面板業,中小尺吋面板,LCM,觸控面板",台灣中小尺寸面板模組廠
571	,"3040.TW","遠見","43.2","-0.58","56","43.2","上市其他","物業投資發展","消費性電子產品,地產,物業投資發展",從事品牌授權、物業租賃及加值型服務
572	,"3041.TW","揚智","24.55","2.94","1317","24.55","上市半導體","機上盒晶片","機上盒晶片,IC設計,消費性IC,影音IC",專注於數位機上盒系統單晶片開發的領導廠商
573	,"3042.TW","晶技","165.5","-0.3","2095","165.5","上市電子零組件","石英元件","被動元件,石英元件,振盪器",台灣最大石英元件、頻率控制元件廠商
574	,"3043.TW","科風","20.1","-1.23","101","20.1","上市其他電子","UPS","UPS,電子零件元件",不斷電系統和電力保護產品品牌廠商
575	,"3044.TW","健鼎","484.5","4.08","4280","484.5","上市電子零組件","印刷電路板","印刷電路板,印刷電路板相關,HDI板",全球前十大印刷電路板廠之一
