符合條件商品
資料日期：2026年  5月  5日
策略,	新策略(2)
"序號","代碼","商品","成交","漲幅%","總量","收盤價","產業","細產業","所有細產業",產業地位
1456	,"6654.TW","天正國際","90.1","-1.31","25","90.1","上櫃其他電子","設備儀器商","設備儀器商",專業的被動元件自動化生產設備商
1457	,"6655.TW","科定","138","0.73","7","138","上市其他","木地板","建材,複合板,木地板",主要從事木製板材之製造商
1458	,"6657.TW","華安","41.8","-0.24","222","41.8","上市生技醫療","新藥研發","醫藥產業,新藥研發,生命科學工具,體外診斷用醫材,檢驗試劑／紙,診斷與監測用醫材",小分子新藥研發廠
1459	,"6658.TW","聯策","157","9.41","902","157","上市其他電子","PCB相關設備","PCB相關設備,設備儀器商",電路板外觀檢測領域知名企業
1460	,"6661.TW","威健生技","18.1","-0.28","11","18.1","上櫃生技醫療","生技服務","生物科技,生技服務,體外診斷用醫材,檢驗試劑／紙,IVD檢驗儀器設備",台灣第一家獲得生物晶片檢測雙認證之公司
1461	,"6662.TW","樂斯科","29.75","2.23","6","29.75","上櫃生技醫療","生命科學工具","生命科學工具,體外診斷用醫材,IVD檢驗儀器設備,診斷與監測用醫材",台灣知名實驗鼠繁殖中心
1462	,"6664.TW","群翊","462.5","0","2298","462.5","上櫃電子零組件","PCB相關設備","PCB相關設備,設備儀器商",全球最大PCB塗佈烘烤設備廠商
1463	,"6666.TW","羅麗芬-KY","40.1","-0.25","13","40.1","上市生技醫療","美妝保養品","時尚產業,美妝保養品,美容",銷售以面部類為主的大陸美妝品牌公司
1464	,"6667.TW","信紘科","269","0.94","565","269","上櫃其他電子","設備儀器商","電子其他,設備儀器商,廠務工程",高科技廠務工程及製程設備領域之專業廠商
1465	,"6668.TW","中揚光","36.35","4.45","581","36.35","上市光電","模具","光學鏡片/頭,光學元件,機械零組件,模具",鴻海集團轉投資的光學鏡片模具廠
1466	,"6669.TW","緯穎","4755","-2.16","2118","4755","上市電腦及週邊設備","伺服器","伺服器,AI伺服器,ASIC伺服器,電腦系統業",緯創轉投資之大型雲端資料中心硬體供應商
1467	,"6670.TW","復盛應用","257","0.39","460","257","上市運動休閒","高爾夫球桿頭","高爾夫球桿頭,運動產業",全球最大之高爾夫球桿頭製造商
1468	,"6671.TW","三能-KY","29.9","1.01","34","29.9","上市居家生活","傳產其他","傳產其他",專業烘培器具製造商
1469	,"6672.TW","騰輝電子-KY","220.5","-1.12","5230","220.5","上市電子零組件","銅箔基板","LED,LED散熱基板,銅箔基板,印刷電路板相關",於大陸生產的台資銅箔基板廠
1470	,"6674.TW","鋐寶科技","18.5","-0.54","19","18.5","上市通信網路","接取設備","用戶端設備,無線網路設備系統(WLAN),網通設備,接取設備",仁寶轉投資之Cable CPE廠商
1471	,"6679.TW","鈺太","287","-1.03","943","287","上櫃半導體","MEMS","類比IC,IC設計,影音IC,感測元件,MEMS",台灣MEMS麥克風晶片龍頭
1472	,"6680.TW","鑫創電子","54.4","2.64","26","54.4","上櫃電腦及週邊設備","工業電腦","工業電腦",智能交通車載電腦系統製造商
1473	,"6683.TW","雍智科技","2565","9.85","1161","2565","上櫃半導體","測試用板卡","封測服務與材料,測試用板卡",台灣IC測試設備材料供應商
1474	,"6684.TW","安格","48.4","1.26","267","48.4","上櫃半導體","影音IC","IC設計,設計IP,影音IC,高速傳輸介面IC",安國旗下的多媒體視訊轉換控制晶片廠
1475	,"6689.TW","伊雲谷","70.8","0","186","70.8","上市數位雲端","雲端科技","雲端科技,Internet技術與基礎設施",台灣雲端託管服務龍頭廠商
1476	,"6690.TW","安碁資訊","170.5","1.49","66","170.5","上櫃數位雲端","資訊安全","資訊安全,軟體業",宏碁旗下資訊安全管理服務廠
1477	,"6691.TW","洋基工程","639","-0.31","404","639","上市其他電子","廠務工程","電子其他,廠務工程",高科技廠房無塵室統包及節能工程服務商
1478	,"6692.TW","進能服","31.7","-0.47","12","31.7","上櫃綠能環保","太陽能系統運用","太陽能,太陽能系統運用",一體化太陽光電發電系統服務商
1479	,"6693.TW","廣閎科","153","7.75","1466","153","上櫃半導體","電晶體","馬達IC,IC設計,分離式元件,電晶體",茂迪轉投資功率半導體元件設計公司
1480	,"6695.TW","芯鼎","50.6","0.6","3941","50.6","上市半導體","影音IC","IC設計,消費性IC,影音IC,安全監控IC",凌陽旗下影像及視訊處理IC設計公司
1481	,"6697.TW","東捷資訊","41.8","1.09","58","41.8","上櫃資訊服務","企業資源規劃","軟體業,企業資源規劃,客戶關係管理",東元旗下ERP整合規劃廠
1482	,"6698.TW","旭暉應材","31.3","1.95","179","31.3","上市其他電子","其他電子零件","其他電子零件,電子零件元件,半導體製程設備,設備儀器商",高精細金屬遮罩、微波及半導體零件生產商
1483	,"6703.TW","軒郁","111.5","-0.45","38","111.5","上櫃生技醫療","美妝保養品","Internet應用與服務,電商平台,時尚產業,美妝保養品",銷售以面膜為主的美妝品牌公司
1484	,"6706.TW","惠特","183","9.91","6174","183","上市光電","LED設備","LED,MicroLED,半導體製程設備,設備儀器商,LED設備",全球最大LED點測分選設備商
1485	,"6708.TW","天擎","42.95","1.3","54","42.95","上櫃半導體","安全監控IC","IC設計,安全監控IC",台灣從事嬰兒監控、車用監控及安防視頻網路監控IC廠
1486	,"6712.TW","長聖","139.5","5.28","534","139.5","上櫃生技醫療","生物製劑","醫藥產業,新藥研發,生物製劑,醫藥研發外包服務,細胞治療",專注於細胞療法新藥研發
1487	,"6715.TW","嘉基","444","4.23","1590","444","上市電子零組件","連接線材","電子零件元件,連接線材,傳輸介面,Thunderbolt",嘉澤轉投資之高速連接線器廠商
1488	,"6716.TW","應廣","86.8","3.21","484","86.8","上櫃半導體","MCU","IC設計,MCU",台灣散熱風扇微控制器龍頭廠
1489	,"6719.TW","力智","190","5.85","1761","190","上市半導體","電源管理IC","IC設計,分離式元件,電晶體,電源管理IC",華碩轉投資的電源管理IC設計公司
1490	,"6720.TW","久昌","164","-0.61","20","164","上櫃半導體","類比IC","類比IC,IC設計,分離式元件,電晶體",台灣霍爾IC及電源管理晶片供應商
1491	,"6721.TW","信實","57.8","1.23","1","57.8","上櫃其他","保全業","保全業,服務業,清潔服務,地產,物業管理服務",主要為國內運輸機構及公家機關提供清潔、機電及保全服務
1492	,"6722.TW","輝創","39.5","-0.75","44","39.5","上市其他電子","倒車雷達","車用電子,倒車雷達",汽車電裝配備製造廠
1493	,"6725.TW","矽科宏晟","339","-3.28","547","339","上櫃其他電子","設備儀器商","電子其他,設備儀器商,廠務工程",化學藥品供應系統的領導商
1494	,"6727.TW","亞泰金屬","407","10","3422","407","上櫃電子零組件","PCB相關設備","PCB相關設備,設備儀器商",全球知名的銅箔基板高階含浸設備製造商
1495	,"6728.TW","上洋","116","1.31","23","116","上櫃居家生活","電器銷售","服務業,消費者服務,電器銷售,家電",商用洗衣設備與家電產品代理商
1496	,"6730.TW","常廣","39","1.3","48","39","上櫃生技醫療","醫療耗材","醫療耗材,手術與治療用醫材,其他手術器械,其他醫療器材",微創手術耗材及器械製造商
1497	,"6732.TW","昇佳電子","154.5","2.32","159","154.5","上櫃半導體","感測元件","IC設計,感測元件,MEMS",矽創旗下以感測器為主的IC設計公司
1498	,"6733.TW","博晟生醫","29.5","0.85","120","29.5","上櫃生技醫療","骨科類器材","輔助與彌補用醫材,骨科類器材",晟德旗下生物性骨材研發廠
1499	,"6735.TW","美達科技","132.5","9.96","730","132.5","上櫃其他電子","IC檢測設備","IC檢測設備,設備儀器商",半導體類比暨混合訊號IC測試設備知名廠商
1500	,"6739.TW","竹陞科技","1415","-3.08","740","1415","上櫃其他電子","設備儀器商","設備儀器商",半導體智能化系統整合廠
1501	,"6741.TW","91APP*-KY","65.2","-1.06","208","65.2","上櫃數位雲端","電商服務","軟體業,應用軟體,Internet技術與基礎設施,電商服務",台灣知名虛實融合(OMO)新零售服務商
1502	,"6742.TW","澤米","40.15","1.01","285","40.15","上市光電","光學膜","面板零組件,光學膜,電子其他",光學鍍膜及半導體鍍膜公司
1503	,"6743.TW","安普新","28.85","-1.54","701","28.85","上市其他電子","耳機","藍牙耳機,電聲產品,耳機",音樂娛樂或電競用耳機製造商
1504	,"6751.TW","智聯服務","52.9","2.12","38","52.9","上櫃資訊服務","系統整合","系統整合,軟體業",宏碁旗下IT規劃整合及服務廠
1505	,"6752.TW","叡揚","106.5","1.43","80","106.5","上櫃資訊服務","應用軟體","軟體業,企業資源規劃,應用軟體",企業e化應用軟體開發與服務廠
1506	,"6753.TW","龍德造船","144.5","4.71","1554","144.5","上市航運業","造船業","造船業",台灣民營造船業者
1507	,"6754.TW","匯僑設計","46.15","0.98","16","46.15","上市居家生活","設計裝潢","設計裝潢,營造工程",主要從事建築室內設計及裝潢裝修工程
1508	,"6756.TW","威鋒電子","91.7","6.01","867","91.7","上市半導體","USB IC","IC設計,USB IC",威盛旗下USB高速傳輸控制晶片廠
1509	,"6757.TW","台灣虎航","50.3","-1.18","1049","50.3","上市航運業","空運","空運,運輸事業",華航旗下的廉價航空公司
1510	,"6761.TW","穩得","210","-0.94","806","210","上櫃電子零組件","電子元件代理商","被動元件,檢測驗證服務,電子元件代理商,電子通路,設備儀器商",國內知名的EMC一站式服務商
1511	,"6762.TW","達亞","145","0","6","145","上櫃生技醫療","手術與治療用醫材","手術與治療用醫材",以二類、三類醫療器材及零組件研究開發與設計代工廠
1512	,"6763.TW","綠界科技*","48.35","0","310","48.35","上櫃數位雲端","電子支付","電子支付,軟體業",歐買尬旗下第三方支付平台
1513	,"6767.TW","台微醫","27.7","-0.36","0","27.7","上櫃生技醫療","骨科類器材","輔助與彌補用醫材,骨科類器材",鐿鈦旗下脊椎融合手術產品供應商
1514	,"6768.TW","志強-KY","79.7","-0.13","652","79.7","上市運動休閒","鞋材","傳產其他,鞋材",足球鞋代工製造龍頭大廠
1515	,"6770.TW","力積電","55.4","4.33","106346","55.4","上市半導體","晶圓代工","晶圓代工,IC製造",全球前十大晶圓代工廠之一
1516	,"6776.TW","展碁國際","57.5","0.7","187","57.5","上市電子通路","電腦通路商","電腦通路商,3C通路商,電子通路,軟體業,軟體通路／代理,電器銷售,家電",台灣第二大電子通路代理商
1517	,"6781.TW","AES-KY","1120","-1.32","964","1120","上市電子零組件","車用鋰電池","車用鋰電池,電池,儲能設備",新普轉投資之鋰電池模組製造商
1518	,"6782.TW","視陽","223","-0.22","347","223","上市生技醫療","隱形眼鏡","隱形眼鏡,輔助與彌補用醫材",明基材轉投資，為亞洲矽水膠隱形眼鏡代工龍頭
1519	,"6785.TW","昱展新藥","139","0.36","143","139","上櫃生技醫療","新藥研發","醫藥產業,新藥研發",開發治療鴉片類成癮症及難治型憂鬱症之長效藥物
1520	,"6788.TW","華景電","442","0.8","812","442","上櫃半導體","半導體製程設備","半導體製程設備,設備儀器商",國內晶圓製程AMC防治設備龍頭
1521	,"6789.TW","采鈺","604","-1.15","7900","604","上市半導體","影像感測元件","影像感測元件,晶圓代工,IC測試,IC封裝測試,IC製造,數位相機",台積電旗下影像感測器後段製程生產企業
1522	,"6790.TW","永豐實","39.95","-0.37","116","39.95","上市造紙","家庭用紙","家庭用紙,造紙業",台灣家庭用紙龍頭製造商，為永豐餘旗下子公司
1523	,"6791.TW","虎門科技","122.5","-2.78","59","122.5","上櫃資訊服務","系統整合","系統整合,軟體業,企業資源規劃",CAE、CPC導入暨顧問諮詢服務廠
1524	,"6792.TW","詠業","57.6","0.35","59","57.6","上市通信網路","天線","被動元件,MLCC,其他電子零件,電子零件元件,網通設備,天線",達方轉投資的天線、壓電陶瓷元件、電路保護元件廠
1525	,"6794.TW","向榮生技","81.7","0.62","24","81.7","上市生技醫療","新藥研發","醫藥產業,新藥研發,生物製劑,醫藥研發外包服務,細胞治療",異體脂肪幹細胞新藥研發廠
1526	,"6796.TW","晉弘","70.3","-2.36","66","70.3","上市生技醫療","醫學影像裝置","診斷與監測用醫材,醫學影像裝置",醫療影像診斷系統解決方案供應商
1527	,"6799.TW","來頡","91.5","1.89","442","91.5","上市半導體","電源管理IC","IC設計,電源管理IC",台灣一家電源管理IC供應商
1528	,"6803.TW","崑鼎","289","-0.52","53","289","上櫃綠能環保","回收焚化／掩埋清運","控股公司,傳產其他,回收焚化／掩埋清運",中鼎集團旗下，台灣知名廢棄物處理、焚化爐營運商
1529	,"6804.TW","明係","15.55","2.64","101","15.55","上櫃運動休閒","自行車","車輛整車,自行車",台灣自行車OEM/ODM公司
1530	,"6805.TW","富世達","1995","-9.93","3283","1995","上市電子零組件","樞紐","樞紐,電子零件元件",全球精密軸承製造領導商之一
1531	,"6806.TW","森崴能源","20.8","-1.89","502","20.8","上市綠能環保","工程顧問","電力公共事業,配電工程,電力設備,營造工程,工程顧問",正崴集團旗下，能源工程及整合服務商
1532	,"6807.TW","峰源-KY","36.5","2.24","5","36.5","上市居家生活","傢俱","家居用品,傢俱",室內傢俱研發生產銷售商
1533	,"6811.TW","宏碁資訊","204.5","1.24","81","204.5","上櫃數位雲端","系統整合","系統整合,軟體業",宏碁旗下，企業數位轉型服務供應商
1534	,"6821.TW","聯寶","52","0","424","52","上櫃電子零組件","變壓器","變壓器,無線充電,電子零件元件",主要從事變壓器及電感器等磁性元件製造
1535	,"6823.TW","濾能","105.5","1.44","1693","105.5","上櫃半導體","電子其他","電子其他",半導體先進製程關鍵耗材供應商
1536	,"6829.TW","千附精密","273","1.11","430","273","上櫃半導體","半導體製程設備","半導體製程設備,設備儀器商,面板設備,機械零組件,飛機零件/製造",精密零組件整合及半導體關鍵零組件製造商
1537	,"6830.TW","汎銓","975","5.41","2893","975","上市其他電子","檢測驗證服務","檢測驗證服務,設備儀器商",半導體材料分析服務龍頭
1538	,"6831.TW","邁科","520","9.94","1669","520","上市電腦及週邊設備","其他散熱零件","散熱模組,其他散熱零件,伺服器用散熱模組",均溫板等散熱零組件及模組生產商
1539	,"6834.TW","天二科技","38.65","-1.78","686","38.65","上市電子零組件","晶片電阻","被動元件,晶片電阻",被動元件貼片電阻製造商
1540	,"6835.TW","圓裕","37.6","1.08","92","37.6","上市電子零組件","軟板","電子零件元件,軟板,印刷電路板相關,連接線材",台灣軟板及連接線組製造商
1541	,"6838.TW","台新藥","27.15","-3.21","193","27.15","上市生技醫療","新藥研發","醫藥產業,新藥研發,學名藥,專利藥",台耀旗下眼科、腫瘤和抗感染藥研發廠
1542	,"6840.TW","東研信超","67.7","-4.11","223","67.7","上櫃其他電子","檢測驗證服務","檢測驗證服務,設備儀器商",電子設備及電子產品的測試技術服務商
1543	,"6841.TW","長佳智能","61.1","0.66","249","61.1","上櫃生技醫療","智慧醫療技術","智慧醫療技術",電腦分析輔助診斷系統供應商
1544	,"6843.TW","進典","46.95","0.86","6","46.95","上櫃電機機械","工業閥門","機械零組件,工業閥門",高階工業閥門製造商
1545	,"6844.TW","諾貝兒","63.5","-0.47","9","63.5","上櫃生技醫療","醫藥流通","醫療器材通路,醫藥流通,藥品通路",以「丁丁藥局」為品牌之連鎖藥妝及藥局通路業者
1546	,"6846.TW","綠茵","69.8","0.43","23","69.8","上櫃食品","食品生技","生物科技,食品生技",台灣保健食品原料製造商
1547	,"6855.TW","數泓科","105","0","19","105","上櫃其他電子","手工具","手工具,產業機械",台灣數位手工具領導者
1548	,"6856.TW","鑫傳","50.9","-0.2","1","50.9","上櫃文化創意","有線電視","無店舖販售,電視購物,傳播事業,影音娛樂,有線電視",台數科轉投資衛星電視台、節目製作、電視購物公司
1549	,"6859.TW","伯特光","124","-0.4","58","124","上櫃光電","模具","光學鏡片/頭,光學元件,機械零組件,模具",台灣精密光學鏡片模具大廠
1550	,"6861.TW","睿生光電","396.5","9.99","652","396.5","上市生技醫療","設備儀器商","設備儀器商",經營X光平板感測器產品
1551	,"6862.TW","三集瑞-KY","174.5","1.16","418","174.5","上市電子零組件","電感","被動元件,電感",台灣領先的電感器製造商之一
1552	,"6863.TW","永道-KY","103.5","1.47","82","103.5","上市通信網路","RFID相關","網通設備,RFID相關",永豐餘旗下RFID標籤ODM廠
1553	,"6865.TW","偉康科技","35.8","0","1","35.8","上櫃數位雲端","應用軟體","軟體業,企業資源規劃,應用軟體",金融業數位轉型解決方案供應商
1554	,"6869.TW","雲豹能源","83.8","-1.06","519","83.8","上市綠能環保","太陽能發電","電力公共事業,水資源,污水處理,電力,太陽能發電,太陽能,太陽能系統運用",再生能源一站式整合服務商
1555	,"6870.TW","騰雲","189","3.56","110","189","上櫃數位雲端","電商服務","系統整合,軟體業,Internet技術與基礎設施,電商服務",台灣專業零售業一站式解決方案提供商
1556	,"6872.TW","浩宇生醫","18.5","1.65","23","18.5","上櫃生技醫療","手術與治療用醫材","診斷與監測用醫材,醫學影像裝置,手術與治療用醫材",聚焦式超音波及治療導引追蹤系統研發廠
1557	,"6873.TW","泓德能源","90.6","-0.55","492","90.6","上市綠能環保","太陽能系統運用","電力,太陽能發電,太陽能,太陽能系統運用",太陽能系統整合商
1558	,"6874.TW","倍力","88.8","1.49","70","88.8","上櫃資訊服務","軟體通路／代理","軟體業,軟體通路／代理",資通轉投資之企業軟體代理及開發廠
1559	,"6875.TW","國邑*","36.5","-1.35","74","36.5","上櫃生技醫療","新藥研發","醫藥產業,新藥研發",脂質體緩釋劑型肺高壓治療藥物研發廠
1560	,"6877.TW","鏵友益","177","-1.12","617","177","上櫃其他電子","IC檢測設備","半導體製程設備,IC檢測設備,設備儀器商,面板設備",國內半導體及光電產業之檢測功能自動化設備供應商
1561	,"6881.TW","潤德","271","0.93","18","271","上櫃其他","設計裝潢","設計裝潢,營造工程",潤泰材旗下室內裝修設計公司
1562	,"6884.TW","海柏特","34.7","-0.72","8","34.7","上櫃資訊服務","商業服務／顧問","服務業,商業服務／顧問",宏碁旗下資訊產品售後服務提供商
1563	,"6885.TW","全福生技","23.7","0.85","326","23.7","上市生技醫療","新藥研發","醫藥產業,新藥研發",眼科疾病治療藥物研發廠
1564	,"6887.TW","寶綠特-KY","38.7","2.38","73","38.7","上市綠能環保","回收焚化／掩埋清運","化學纖維,化纖原料,傳產其他,回收焚化／掩埋清運",再生聚酯產業鍊資源與技術整合者
1565	,"6890.TW","來億-KY","158","0.64","271","158","上市運動休閒","鞋材","傳產其他,鞋材",專為國際品牌代工製造鞋廠
1566	,"6894.TW","衛司特","350","4.17","141","350","上櫃綠能環保","水資源設備／耗材","水資源,水資源設備/耗材,傳產其他,回收焚化／掩埋清運",聖暉轉投資PCB製程應用電解設備及耗材廠
1567	,"6895.TW","宏碩系統","171.5","1.18","78","171.5","上櫃半導體","半導體製程設備","半導體製程設備,設備儀器商",國內知名的高功率真空微波管製造商
1568	,"6899.TW","創為精密","54.4","2.06","39","54.4","上櫃光電","觸控面板","面板業,觸控面板",台灣專業的觸控面板製造商之一
1569	,"6901.TW","鑽石投資","13.6","0.74","579","13.6","上市其他","資產管理","醫藥產業,生物科技,新藥研發,金融其他,資產管理,金融業",台灣大型永續型生技創投公司
1570	,"6902.TW","GOGOLOOK","102.5","1.99","226","102.5","上市數位雲端","應用軟體","軟體業,應用軟體",全球數位防詐及風險管理服務商
1571	,"6903.TW","巨漢","410","0.49","1157","410","上櫃其他電子","廠務工程","電子其他,廠務工程",無塵室及機電空調之統包工程廠商
1572	,"6904.TW","伯鑫","114","-2.56","11","114","上櫃其他","手工具","手工具,產業機械",國內活動扳手之專業領導製造廠
1573	,"6906.TW","現觀科","62.2","0.65","69","62.2","上市數位雲端","應用軟體","軟體業,應用軟體",專注與電信業者合作提供數據分析平台領域
1574	,"6907.TW","雅特力-KY","128.5","9.83","1437","128.5","上櫃半導體","MCU","IC設計,MCU",智原旗下高效能微控制晶片設計公司
1575	,"6909.TW","創控","58.8","0.17","1241","58.8","上市半導體","半導體製程設備","半導體製程設備,設備儀器商",國內唯一自主開發的VOCs設備製造商
1576	,"6910.TW","德鴻","29.45","0.34","53","29.45","上櫃數位雲端","系統整合","系統整合,軟體業,客戶關係管理,雲端科技,Internet技術與基礎設施,生物辨識相關,語音辨識",專注數位轉型、智能語音辨識、客戶心聲領域
1577	,"6913.TW","鴻呈","130","-0.38","258","130","上櫃電子零組件","連接線材","電子零件元件,連接線材",全球線纜製造組裝規劃供應商
1578	,"6914.TW","阜爾運通","146.5","0.34","34","146.5","上市其他","停車場","其他公用事業,停車場",主要從事停車場自動化設備製造及銷售、停車場收費及管理服務
1579	,"6916.TW","華凌","18.7","-0.27","33","18.7","上市光電","LCM","面板業,LCM",液晶顯示器模組(LCM)生產銷售商
1580	,"6918.TW","愛派司","73.6","-0.41","72","73.6","上市生技醫療","骨科類器材","醫療器材通路,醫藥流通,輔助與彌補用醫材,骨科類器材",專注於亞洲專有骨板骨釘系統研發製造商
1581	,"6919.TW","康霈*","101","-2.42","4384","101","上市生技醫療","新藥研發","醫藥產業,生物科技,新藥研發,食品生技",專注醫美與慢性發炎疾病新藥開發公司
1582	,"6922.TW","宸曜","185.5","-0.54","351","185.5","上櫃電腦及週邊設備","工業電腦","工業電腦",台灣工業控制產品、應用電腦及工業電腦公司
1583	,"6923.TW","中台","85.8","1.66","379","85.8","上市綠能環保","回收焚化／掩埋清運","傳產其他,回收焚化／掩埋清運,營造工程,環保工程",可寧衛轉投資之國內首家廢光源處理廠
1584	,"6925.TW","意藍","67.2","0","69","67.2","上櫃數位雲端","應用軟體","軟體業,應用軟體,人工智慧,雲端科技,Internet技術與基礎設施",提供AI與大數據技術之智能數據服務提供商
1585	,"6928.TW","攸泰科技","52.3","9.99","524","52.3","上市電腦及週邊設備","工業電腦","工業電腦",大眾控轉投資工業電腦公司
1586	,"6929.TW","佑全","26.2","0","9","26.2","上櫃生技醫療","醫藥流通","醫療器材通路,醫藥流通,藥品通路",台灣大型連鎖藥局
1587	,"6931.TW","青松健康","44.5","-2.63","256","44.5","上市生技醫療","醫療服務","醫療服務,醫療管理服務",台灣中部地區頗具規模之連鎖照顧服務機構
1588	,"6933.TW","AMAX-KY","172","1.47","245","172","上市電腦及週邊設備","伺服器","伺服器,系統整合,軟體業,電腦系統業",提供AI高效能運算、高密度伺服器和存儲、液冷整機櫃解決方案
1589	,"6934.TW","心誠鎂","80.8","-0.62","89","80.8","上市生技醫療","呼吸與麻醉用器具","手術與治療用醫材,呼吸與麻醉用器具",吸入式藥物遞送裝置研發及CDMO廠
1590	,"6936.TW","永鴻生技","34.75","1.16","33","34.75","上市生技醫療","動物用藥","醫藥產業,生物科技,農業生技,動物用藥",永信轉投資，為台灣動保藥廠領導品牌之一
1591	,"6937.TW","天虹","337","0.6","2001","337","上市半導體","半導體製程設備","半導體製程設備,設備儀器商",國內關鍵半導體零組件主要供應商
1592	,"6944.TW","兆聯實業","945","3.73","783","945","上市綠能環保","污水處理","水資源,污水處理,水資源設備/耗材",台灣純水及廢水回收系統規劃設計之工程公司
1593	,"6952.TW","大武山","37.4","2.19","23","37.4","上市其他","蛋業","農林漁牧,蛋業,食品加工,餅乾製品",台灣前三大雞蛋供應商之一
1594	,"6953.TW","家碩","292.5","2.63","487","292.5","上櫃半導體","半導體製程設備","半導體製程設備,設備儀器商",家登旗下的EUV光罩及傳載自動化之技術解決方案商
1595	,"6957.TW","裕慶-KY","160","-3.03","67","160","上市其他","金屬加工／製品","傳產其他,金屬加工/製品",商用展示架及電動床機構件研發商
1596	,"6958.TW","日盛台駿","19.1","-2.55","30","19.1","上市其他","租賃","汽車融資,汽車服務相關,租賃,金融業",台灣第四大租賃業公司
1597	,"6961.TW","旅天下","58.7","0.69","32","58.7","上櫃觀光餐旅","旅行社","休閒娛樂,旅行社",雄獅集團旗下之旅遊服務提供商
1598	,"6962.TW","奕力-KY","35.45","2.16","3697","35.45","上市半導體","LCD驅動IC","IC設計,LCD驅動IC",聯發科旗下顯示器驅動IC設計公司
1599	,"6965.TW","中傑-KY","85.6","-1.61","18","85.6","上市運動休閒","鞋材","傳產其他,鞋材",國際品牌代工製鞋廠
1600	,"6967.TW","汎瑋材料","80.1","1.52","301","80.1","上櫃電子零組件","其他電子零件","其他電子零件,電子零件元件,電子元件代理商,電子通路",電子功能性材料製造商兼經銷商
1601	,"6968.TW","萬達寵物","42.8","-0.23","38","42.8","上櫃居家生活","寵物用品","食品加工,寵物食品,傳產其他,寵物用品",寵物食用品及寵物美容服務供應商
1602	,"6971.TW","惠民實業","28.65","-1.04","47","28.65","上櫃綠能環保","污水處理","水利,水資源,污水處理",從事污廢水處理操作維護、工程承攬之業者
1603	,"6982.TW","大井泵浦","54","0.93","27","54","上櫃電機機械","幫浦","幫浦,產業機械",台灣老牌的水泵產品銷售商
1604	,"6994.TW","富威電力","64.3","-0.31","237","64.3","上市綠能環保","電力公共事業","電力公共事業,營造工程,工程顧問",森崴能源旗下綠電交易平台
1605	,"6996.TW","力領科技","183.5","3.67","261","183.5","上櫃半導體","LCD驅動IC","IC設計,LCD驅動IC",矽創旗下LCD驅動IC設計公司
1606	,"6997.TW","博弘","78.7","0.13","12","78.7","上櫃數位雲端","雲端科技","雲端科技,Internet技術與基礎設施",隸屬遠東集團，遠傳旗下之一站式雲端服務供應商
1607	,"7402.TW","邑錡","125.5","2.45","386","125.5","上櫃光電","攝影設備","消費性電子產品,攝影設備",以「Brinno」為品牌之縮時攝影機供應商
1608	,"7547.TW","碩網","73.9","3.07","478","73.9","上櫃數位雲端","應用軟體","系統整合,軟體業,應用軟體,人工智慧",金融業聊天機器人平台研發廠
1609	,"7556.TW","意德士","285.5","-2.89","277","285.5","上櫃半導體","半導體製程設備","半導體製程設備,設備儀器商",半導體設備耗材供應商
1610	,"7584.TW","樂意","32.9","0.77","29","32.9","上櫃文化創意","PC遊戲","PC遊戲,遊戲產業,手機遊戲",台灣知名遊戲代理營運商
1611	,"7642.TW","昶瑞機電","63.2","-0.78","25","63.2","上櫃電機機械","家電","家電",台灣直流馬達吊扇製造商
1612	,"7703.TW","銳澤","217","5.85","182","217","上櫃其他電子","設備儀器商","設備儀器商",朋億旗下，高科技產業廠務及製程設備廠商
1613	,"7704.TW","明遠精密","64.3","0.78","125","64.3","上櫃半導體","半導體製程設備","半導體製程設備,設備儀器商",日揚旗下，臭氧產生器系統維修商
1614	,"7705.TW","三商餐飲","32.4","-1.07","118","32.4","上市觀光餐旅","餐飲","旅宿／餐飲,餐飲",三商旗下，經營多品牌連鎖餐飲服務
1615	,"7708.TW","全家餐飲","91.3","-0.22","19","91.3","上櫃觀光餐旅","餐飲","旅宿／餐飲,餐飲",全家旗下，從事連鎖餐飲服務
1616	,"7709.TW","榮田","83.7","9.99","559","83.7","上櫃電機機械","車床","工具機,龍門機,車床,銑床",立式車床領導大廠
1617	,"7711.TW","永擎","419.5","1.57","259","419.5","上市電腦及週邊設備","伺服器","伺服器,主機板,AI伺服器,電腦系統業",華擎轉投資伺服器主機板及伺服器整機系統公司
1618	,"7712.TW","博盛半導體","121","5.68","563","121","上櫃半導體","電晶體","分離式元件,電晶體",專業功率半導體元件及功率積體電路設計公司
1619	,"7713.TW","威力德生醫","67.2","-0.44","11","67.2","上櫃生技醫療","醫療器材通路","醫療器材通路,智慧醫療技術,醫藥流通,體外診斷用醫材,檢驗試劑／紙,IVD檢驗儀器設備",主要代理經銷羅氏體外診斷之相關設備醫材廠
1620	,"7714.TW","創泓科技","134.5","2.28","87","134.5","上櫃數位雲端","資訊安全","網通設備,資安設備,資訊安全,軟體業,軟體通路／代理",網路資安軟硬體代理商
1621	,"7715.TW","裕山","28.4","0.89","9","28.4","上櫃綠能環保","環保工程","傳產其他,回收焚化／掩埋清運,營造工程,工程顧問,環保工程",基士德轉投資之土壤及地下水污染整治工程服務商
1622	,"7716.TW","昱臺國際","25.85","5.51","15","25.85","上櫃航運業","海空運承攬業","海空運承攬業,運輸事業",主要提供貨物之海運承攬服務
